Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
p53 Pathway	37/200	0.030359635430197637	0.13799834286453472	0	0	1.4494248323238055	5.06521993065884	PPP1R15A;CSRNP2;STEAP3;BTG1;PCNA;SLC35D1;PVT1;DGKA;RGS16;HSPA4L;TGFA;RPS27L;SLC3A2;PITPNC1;ZFP36L1;PIDD1;SOCS1;GM2A;SESN1;IER5;SLC19A2;S100A10;PHLDA3;PRMT2;SPHK1;ZBTB16;FOS;BAIAP2;DEF6;H2AJ;RAP2B;RAD51C;TRAF4;SP1;PLXNB2;ERCC5;RAD9A
Oxidative Phosphorylation	35/200	0.06804722250663199	0.2726389284155505	0	0	1.3532906402828133	3.637040815734915	NDUFB7;NDUFB6;ECI1;MGST3;COX4I1;COX17;ATP5MC2;ETFDH;DLST;HCCS;COX7A2;ETFA;MRPS30;TCIRG1;COX5A;IDH3B;DLAT;ATP6V1D;HSPA9;IDH1;ECH1;IMMT;ATP5F1C;ATP1B1;ATP5F1E;CS;AFG3L2;POR;NDUFS7;NDUFS6;CYCS;SUCLG1;NDUFS1;DLD;ATP6V0C
Cholesterol Homeostasis	15/74	0.07088612138804312	0.2726389284155505	0	0	1.61995146635565	4.287494141164677	FDPS;ACSS2;TNFRSF12A;ECH1;ANXA5;SEMA3B;CYP51A1;TMEM97;SREBF2;PLSCR1;ALCAM;SCD;CTNNB1;GUSB;S100A11
UV Response Up	28/158	0.08344586769327053	0.29175160444056897	0	0	1.3733371461252502	3.410761286498736	H2AX;BTG1;CNP;CTSV;HSPA13;PPAT;MGAT1;POLR2H;RFC4;ASNS;GGH;FOS;RHOB;NFKBIA;NR4A1;CDC34;EIF5;POLG2;DLG4;PRPF3;IRF1;POLE3;SELENOW;PPT1;TMBIM6;FKBP4;ALDOA;TARS1
Myc Targets V2	12/58	0.08752548133217068	0.29175160444056897	0	0	1.6616215174009448	4.047419752359564	PLK4;NPM1;NOP16;PUS1;PLK1;MCM4;MPHOSPH10;NOC4L;TMEM97;PA2G4;TBRG4;HSPD1
TGF-beta Signaling	11/54	0.1079654593764665	0.3373920605514578	0	0	1.6291011245607856	3.626287749145521	ACVR1;PPP1R15A;PPM1A;BMPR2;FNTA;SMURF1;XIAP;CTNNB1;THBS1;SKIL;TRIM33
Adipogenesis	33/200	0.13581240786088167	0.3994482584143579	0	0	1.2595925467500753	2.514752208687778	PHLDB1;PFKFB3;NDUFB7;MGST3;HSPB8;ATL2;BAZ2A;SLC1A5;ADIPOR2;GPHN;NKIRAS1;UBQLN1;DNAJB9;APOE;DLAT;JAGN1;RIOK3;IDH1;ECH1;VEGFB;RMDN3;CYP4B1;IMMT;FAH;CS;POR;ARL4A;CCNG2;SUCLG1;PLIN2;ESYT1;ALDOA;DLD
Protein Secretion	17/96	0.15127577542446546	0.42021048729018184	0	0	1.3705706747149438	2.5885293746141547	CD63;SGMS1;STX16;CLTC;COG2;OCRL;AP3B1;GALC;RAB14;AP1G1;PPT1;GNAS;ANP32E;VAMP4;SEC22B;AP2M1;SEC31A
Hypoxia	32/200	0.18371772197545755	0.48346768940909884	0	0	1.2136297556997482	2.056319425098133	PPP1R15A;KDM3A;BTG1;PFKFB3;SDC2;CXCR4;RBPJ;HK1;UGP2;CCN5;PIM1;PGK1;IDS;PGM2;VHL;PPFIA4;CA12;SIAH2;CAV1;TPBG;FOS;PGF;GRHPR;NAGK;CCNG2;MYH9;PLIN2;ALDOB;TGFBI;ALDOA;INHA;GAPDH
UV Response Dn	23/144	0.23282707519877507	0.57497985283718	0	0	1.2103926769806346	1.764098024364088	NOTCH2;DMAC2L;NRP1;FZD2;PRKCE;SDC2;CAV1;ANXA4;PTEN;ATP2B4;SRI;LTBP1;RND3;NFKB1;IGF1R;SYNE1;VAV2;INPP4B;SIPA1L1;NFIB;SPOP;APBB2;MET
Glycolysis	31/200	0.24149153819161562	0.57497985283718	0	0	1.1682437684842426	1.659981922735999	SDC2;RPE;TGFA;CXCR4;TXN;ARPP19;NANP;UGP2;PGK1;PGM2;GUSB;PPFIA4;SLC16A3;CHPF2;IDH1;TPBG;SRD5A3;SPAG4;COG2;TPST1;CLDN3;PKM;PC;PSMC4;TFF3;ALDOB;TGFBI;ALDOA;FKBP4;DLD;MET
PI3K/AKT/mTOR  Signaling	17/105	0.2555163089072808	0.5807188838801837	0	0	1.2297549729056578	1.6779625873599084	ATF1;YWHAB;CLTC;PTEN;CXCR4;ECSIT;HSP90B1;MAPK8;GRK2;AKT1S1;UBE2N;AKT1;THEM4;RAF1;PLCB1;EIF4E;AP2M1
Apical Junction	30/200	0.30856348089774793	0.6707901758646694	0	0	1.1234243697478992	1.3209534748757026	SRC;INPPL1;PTEN;LAMC2;GNAI2;THBS3;TIAL1;CNN2;LIMA1;MDK;AKT2;CTNNA1;SYMPK;MADCAM1;RSU1;PCDH1;CD276;CAP1;LAMB3;ITGA3;ACTN1;TSC1;TUBG1;BAIAP2;PTK2;VAV2;CDK8;MYH9;TGFBI;NECTIN4
Pperoxisome	15/104	0.44460332534050995	0.9050234686878682	0	0	1.0720298295277406	0.8689582185472987	FIS1;FDPS;HSD3B7;ACOT8;IDH1;ECH1;ABCB9;DLG4;SLC25A19;PRDX1;ERCC1;NUDT19;ISOC1;LONP2;FADS1
IL-2/STAT5 Signaling	28/199	0.4525117343439341	0.9050234686878682	0	0	1.0415617730820235	0.8258976421050609	NRP1;BMPR2;RGS16;SLC1A5;IGF1R;SPRED2;MUC1;ALCAM;PNP;SOCS1;NFKBIZ;PIM1;SLC39A8;PRKCH;NCOA3;ANXA4;PUS1;FLT3LG;FAH;RHOB;BATF;TTC39B;PLSCR1;ARL4A;PLIN2;EEF1AKMT1;TNFRSF21;PLEC
Fatty Acid Metabolism	22/158	0.4862435917011694	0.9350838301945565	0	0	1.0287899284342816	0.7418044133182043	ACOT8;HSP90AA1;AADAT;ECI1;IDH1;ECH1;ETFDH;DLST;HCCS;ADIPOR2;ALDH3A2;ALAD;GRHPR;LGALS1;IDH3B;SUCLG1;NBN;ALDOA;GLUL;DLD;METAP1;S100A10
Wnt-beta Catenin Signaling	6/42	0.5151165157120696	0.9522584542613136	0	0	1.059857423795477	0.7030693097360604	HDAC2;DVL2;NUMB;CTNNB1;RBPJ;PPARD
Hedgehog Signaling	5/36	0.552309903471562	0.9522584542613136	0	0	1.0255876722590158	0.6088359894508898	NRP1;TLE1;OPHN1;MYH9;PML
Angiogenesis	5/36	0.552309903471562	0.9522584542613136	0	0	1.0255876722590158	0.6088359894508898	NRP1;PTK2;TNFRSF21;SERPINA5;VAV2
Xenobiotic Metabolism	26/200	0.6279046419635285	0.9999147426020045	0	0	0.9496165735854213	0.4419201856599777	SLC35D1;SAR1B;KARS1;ETFDH;SPINT2;TMEM97;SLC1A5;ARPP19;TTPA;ACP2;APOE;IGFBP4;ENTPD5;IDH1;ECH1;SSR3;DHPS;FAH;PGD;AP4B1;TPST1;POR;PC;TMBIM6;CYP2E1;PPARD
Notch Signaling	4/32	0.649272812361629	0.9999147426020045	0	0	0.908200863248763	0.39225403495436106	NOTCH2;APH1A;LFNG;PPARD
Spermatogenesis	17/135	0.6703916074215904	0.9999147426020045	0	0	0.9155052428792851	0.36610436573583616	RFC4;CLPB;ODF1;HSPA4L;PEBP1;PHF7;HTR5A;ACRBP;SIRT1;NCAPH;OAZ3;MLLT10;ARL4A;NPHP1;PSMG1;STAM2;BUB1
Complement	25/200	0.7048317356732	0.9999147426020045	0	0	0.9074850140576097	0.3174347890202455	USP14;DOCK4;GMFB;SRC;WAS;PRCP;CTSV;GNAI2;VCPIP1;CTSL;PIM1;CD55;GCA;ANXA5;SIRT6;RBSN;DUSP6;EHD1;PLSCR1;GNB2;IRF1;CALM3;CALM1;RAF1;MSRB1
IL-6/JAK/STAT3 Signaling	10/87	0.7612228998314506	0.9999147426020045	0	0	0.8251165378196398	0.22511576953275797	SOCS1;TNFRSF12A;STAT1;IRF1;STAT3;PIM1;LTBR;OSMR;STAM2;TNFRSF21
TNF-alpha Signaling via NF-kB	23/200	0.8339381844958463	0.9999147426020045	0	0	0.8247434567047158	0.14977011167500476	PPP1R15A;BTG1;PFKFB3;LAMB3;RIPK2;SPHK1;FOS;CFLAR;NFKB1;RHOB;NFKB2;EHD1;NFKBIA;NR4A1;TUBB2A;CLCF1;IRF1;ZC3H12A;BCL3;CCNL1;SGK1;IER5;NFE2L2
Interferon Alpha Response	10/97	0.8651552184612976	0.9999147426020045	0	0	0.729851101037369	0.10571626426302178	NUB1;PLSCR1;PSMA3;CNP;RIPK2;IRF1;TRIM25;TRIM26;CD47;CMTR1
Bile Acid Metabolism	11/112	0.9090492742632471	0.9999147426020045	0	0	0.6912441890661175	0.06591426648949829	HSD3B7;ABCA3;IDH1;ISOC1;LONP2;PEX1;HSD17B6;AGXT;PFKM;FADS1;SLC27A5
Interferon Gamma Response	21/200	0.9210557907759996	0.9999147426020045	0	0	0.7439737510952579	0.061180434613594084	BTG1;RIPK2;STAT1;NCOA3;STAT3;SRI;TOR1B;NFKB1;PML;NFKBIA;PLSCR1;PSMA3;ARL4A;PNP;SOCS1;IRF1;PIM1;ISOC1;TRIM25;TRIM26;CMTR1
heme Metabolism	20/200	0.9492775372213706	0.9999147426020045	0	0	0.7043077176509348	0.03666208382774777	IGSF3;RIOK3;MGST3;ASNS;RAD23A;KLF3;UBAC1;TRAK2;ALAD;PC;DAAM1;TFDP2;RNF19A;MKRN1;RANBP10;HDGF;DCAF10;BTRC;MARK3;RBM5
Pancreas Beta Cells	2/40	0.978934571225313	0.9999147426020045	0	0	0.33416014262460275	0.007114426804846081	SEC11A;SRP9
Myogenesis	18/200	0.9821024243974555	0.9999147426020045	0	0	0.6263736263736264	0.01131210364253392	FDPS;TPM3;FLII;SPHK1;HSPB8;KLF5;PC;ERBB3;SCD;AKT2;TNNT2;BDKRB2;PICK1;PLXNB2;MYH9;PPFIA4;PFKM;SH2B1
KRAS Signaling Up	18/200	0.9821024243974555	0.9999147426020045	0	0	0.6263736263736264	0.01131210364253392	PPP1R15A;NRP1;CDADC1;RGS16;ITGB2;SEMA3B;AMMECR1;CXCR4;TOR1AIP2;DUSP6;RBM4;GPNMB;AKT2;TNNT2;MALL;STRN;CBR4;SDCCAG8
Apical Surface	2/44	0.9872550952941723	0.9999147426020045	0	0	0.3022652359913037	0.003877101088333862	ADIPOR2;SULF2
Inflammatory Response	17/200	0.9902384079722645	0.9999147426020045	0	0	0.5880902236168349	0.005768899695297884	GABBR1;SEMA4D;RIPK2;SPHK1;RGS16;TPBG;HPN;SRI;OSMR;NFKB1;NFKBIA;AXL;IRF1;BDKRB1;RAF1;MET;CD55
Reactive Oxygen Species Pathway	2/49	0.9932595335822786	0.9999147426020045	0	0	0.2700310218406292	0.0018262970193754205	PRDX1;TXN
Allograft Rejection	16/200	0.9949953230679145	0.9999147426020045	0	0	0.5502526309014256	0.002760750758303531	AARS1;NPM1;RIPK2;STAT1;ITGB2;WAS;RPS3A;MTIF2;DARS1;NME1;SOCS1;CD8A;BCL3;UBE2N;AKT1;CD47
KRAS Signaling Dn	16/200	0.9949953230679145	0.9999147426020045	0	0	0.5502526309014256	0.002760750758303531	KMT2D;THRB;GTF3C5;SPHK2;ZBTB16;ENTPD7;LFNG;NPHS1;VPS50;SLC16A7;EFHD1;CPEB3;SGK1;GPRC5C;SKIL;SPTBN2
Epithelial Mesenchymal Transition	15/200	0.9975977078451864	0.9999147426020045	0	0	0.5128535861055284	0.001233506361725336	NOTCH2;TNFRSF12A;MCM7;WIPF1;IGFBP4;TPM1;PLOD3;LAMC2;THBS1;RHOB;LGALS1;SERPINH1;TGFBI;PPIB;MATN2
Apoptosis	11/161	0.9978042996119731	0.9999147426020045	0	0	0.46411033123999507	0.00102016763593943	TNFRSF12A;ERBB3;CAV1;IRF1;PPT1;RARA;XIAP;CTNNB1;CFLAR;PTK2;RHOB
Coagulation	6/138	0.9999147426020045	0.9999147426020045	0	0	0.28744301421292573	2.450768820948005E-5	GNB2;HPN;CRIP2;CTSV;THBS1;DUSP6
