Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular senescence	28/156	0.07355926888338703	0.9999948017010682	0	0	1.3949581784386618	3.640371886378196	LIN54;PTEN;ZFP36L1;NRAS;RBBP4;AKT2;RASSF5;CHEK1;AKT1;NBN;BTRC;MAP2K2;HUS1;NFATC2;TSC1;SIRT1;NFKB1;NFATC4;CCNA2;RHEB;CALM3;RAD1;RAF1;CALM1;RAD9B;CALM2;ATR;RAD9A
Spliceosome	27/150	0.07560396001387307	0.9999948017010682	0	0	1.3997063382005057	3.614386955257647	TCERG1;RBM25;SF3B2;DHX8;DDX23;EFTUD2;SNRNP70;TRA2B;MAGOH;HNRNPA1;SRSF10;CTNNBL1;SF3A3;CCDC12;HSPA6;PRPF40B;LSM5;MAGOHB;CRNKL1;U2SURP;LSM2;PRPF18;PRPF3;SRSF3;SNRPE;SNRPA1;SNRPA
Other types of O-glycan biosynthesis	10/47	0.09704015749709302	0.9999948017010682	0	0	1.7211265918799155	4.014752195554905	POMT2;LFNG;GALNT6;GALNT4;POMT1;GXYLT1;PLOD3;GALNTL6;C1GALT1C1L;OGT
mTOR signaling pathway	27/154	0.09711067560753525	0.9999948017010682	0	0	1.3553050851921102	3.1604413023012334	PTEN;SLC3A2;WDR24;IGF1R;LRP6;FLCN;NRAS;DEPTOR;AKT2;DVL2;MLST8;AKT1;ATP6V1D;EIF4E;SEC13;MAP2K2;FZD2;WDR59;STRADA;TSC1;TTI1;RRAGB;RHEB;AKT1S1;LAMTOR2;RAF1;SGK1
Phosphatidylinositol signaling system	18/97	0.10302843323604684	0.9999948017010682	0	0	1.451729957805907	3.299419665201893	CDS1;IPPK;DGKE;DGKA;SACM1L;INPPL1;PTEN;OCRL;INPP4B;INPP5A;INPP5D;BPNT2;PIP4K2B;CALM3;CALM1;PLCB1;PLCD3;CALM2
Fanconi anemia pathway	11/54	0.1079654593764665	0.9999948017010682	0	0	1.6291011245607856	3.626287749145521	TOP3B;RAD51C;CENPX;ERCC1;RPA2;BRCA2;FANCE;PALB2;FAN1;FAAP100;ATR
Choline metabolism in cancer	18/98	0.1109673438768878	0.9999948017010682	0	0	1.4335	3.151577445595901	DGKE;MAP2K2;PCYT1A;SLC44A1;SLC44A2;DGKA;WAS;TSC1;FOS;MAPK8;NRAS;RHEB;SP1;AKT2;AKT1;RAC3;CHPT1;RAF1
Cell cycle	22/124	0.11318520633337023	0.9999948017010682	0	0	1.374439983708617	2.9945333616126	HDAC2;PCNA;MCM7;YWHAB;PLK1;PKMYT1;YWHAZ;CDC14B;CCNA2;ORC4;PTTG1;YWHAQ;TFDP2;CDC26;ORC3;CHEK1;ABL1;MCM4;ANAPC5;BUB1;MAD1L1;ATR
Folate biosynthesis	6/26	0.13173412437567739	0.9999948017010682	0	0	1.9095132743362833	3.870525351991883	DHFR2;TH;FPGS;GGH;PCBD2;GPHN
Longevity regulating pathway	18/102	0.146329788486437	0.9999948017010682	0	0	1.3649206349206349	2.6232305666507227	PRKAB2;HDAC2;CLPB;HSPA6;TSC1;ATG13;ADIPOR2;SIRT1;NFKB1;IGF1R;NRAS;ATG101;RHEB;AKT2;SESN1;AKT1S1;AKT1;EIF4E
Adherens junction	13/71	0.1604801369198967	0.9999948017010682	0	0	1.427191025559309	2.611167437470695	YES1;SRC;ACTN1;WAS;BAIAP2;IGF1R;CTNNA1;RAC3;CTNNB1;CTNNA3;NECTIN4;MET;SSX2IP
Insulin signaling pathway	23/137	0.1650372777976765	0.9999948017010682	0	0	1.285239071705237	2.3154660250861236	PRKAB2;PRKCI;MAP2K2;INPPL1;TSC1;PHKB;PRKCZ;HK1;MAPK8;NRAS;INPP5A;SOCS1;RHEB;AKT2;PPP1R3E;AKT1;CALM3;RAF1;CALM1;CALM2;EIF4E;SOCS4;PCK2
Terpenoid backbone biosynthesis	5/22	0.16981334876457146	0.9999948017010682	0	0	1.8717070315040871	3.3186402473772105	FDPS;FNTA;PDSS2;ZMPSTE24;PCYOX1
VEGF signaling pathway	11/59	0.17064190514464792	0.9999948017010682	0	0	1.4589798054426795	2.579750642847832	NRAS;MAP2K2;SPHK2;SRC;AKT2;SPHK1;AKT1;RAC3;NFATC2;RAF1;PTK2
Pathways in cancer	80/531	0.17267473814315576	0.9999948017010682	0	0	1.1317449724224997	1.987735280545273	HSP90AB1;FLT3;PTEN;KEAP1;LAMC2;BRCA2;BBC3;IGF1R;AKT2;RASSF5;PIM1;BDKRB2;AKT1;RAC3;BDKRB1;IL6R;HSP90AA1;RALBP1;MAP2K2;GSTO2;TPM3;ITGA3;PLEKHG5;NCOA3;DAPK3;FLT3LG;FOS;PGF;CCNA2;TRAF4;CKS2;RARA;ARHGEF1;PLCB1;RAF1;MET;PPARD;NOTCH2;HDAC2;MGST3;TGFA;CXCR4;XIAP;HSP90B1;LRP6;GNAI2;GNA13;NRAS;MAPK8;TPR;ABL1;DVL2;CTNNA1;CTNNA3;FADD;VHL;CAMK2G;FZD2;LAMB3;STAT1;LAMB2;ZBTB16;STAT3;VEGFB;NFKB1;PML;PTK2;NFKB2;NFKBIA;SP1;GNB2;CCDC6;GNAS;CTNNB1;CYCS;CALM3;CALM1;CALM2;FGFR2;NFE2L2
ErbB signaling pathway	15/85	0.17320019266048617	0.9999948017010682	0	0	1.3645156175677817	2.392415016535309	MAP2K2;SRC;GAB1;TGFA;PTK2;MAPK8;NRAS;NRG3;ERBB3;AKT2;ABL1;AKT1;RAF1;CAMK2G;PAK2
Aminoacyl-tRNA biosynthesis	12/66	0.17886793932799838	0.9999948017010682	0	0	1.4147983904081465	2.4350201412966066	SARS1;AARS1;AARS2;EPRS1;KARS1;PARS2;MARS1;GATB;IARS1;TARS1;DARS1;FARS2
Sphingolipid signaling pathway	20/119	0.18398138384448912	0.9999948017010682	0	0	1.2866245853643927	2.178153395300416	MAP2K2;SGMS1;SPHK2;PRKCE;SPHK1;PTEN;PRKCZ;NFKB1;GNAI2;GNA13;MAPK8;NRAS;SPTLC1;PPP2R3C;AKT2;BDKRB2;AKT1;RAC3;RAF1;PLCB1
Homologous recombination	8/41	0.18552244735845363	0.9999948017010682	0	0	1.5430168847143018	2.599334448949714	TOP3B;RAD52;RAD51C;UIMC1;RPA2;NBN;BRCA2;PALB2
Phosphonate and phosphinate metabolism	2/6	0.19088531584208168	0.9999948017010682	0	0	3.180780559646539	5.267634931757632	PCYT1A;CHPT1
Mismatch repair	5/23	0.19427657669410378	0.9999948017010682	0	0	1.7676209198509236	2.896198236021724	RFC3;PCNA;RFC4;RFC2;RPA2
Progesterone-mediated oocyte maturation	17/100	0.19440037576009914	0.9999948017010682	0	0	1.304215752309497	2.136090798843875	HSP90AA1;HSP90AB1;PLK1;KIF22;PKMYT1;IGF1R;GNAI2;CCNA2;MAPK8;AKT2;CDC26;AKT1;ANAPC5;RAF1;CPEB3;BUB1;MAD1L1
Thyroid hormone signaling pathway	20/121	0.20482714718744371	0.9999948017010682	0	0	1.2610000807345374	1.9994276552204866	NOTCH2;HDAC2;MAP2K2;THRB;SRC;STAT1;NCOA3;ATP1B1;MED12L;MED14;NRAS;NCOR1;RHEB;AKT2;AKT1;CTNNB1;RAF1;PLCB1;PLCD3;PFKM
B cell receptor signaling pathway	14/81	0.20500032577548183	0.9999948017010682	0	0	1.3303121964143778	2.108203886530266	MAP2K2;INPPL1;NFATC2;FOS;NFKB1;VAV2;NFKBIA;NRAS;AKT2;INPP5D;AKT1;RAC3;RAF1;CD22
Glyoxylate and dicarboxylate metabolism	6/30	0.215461005722039	0.9999948017010682	0	0	1.5908923303834808	2.4419804857699514	CS;GRHPR;ACSS2;AGXT;GLUL;DLD
Pentose phosphate pathway	6/30	0.215461005722039	0.9999948017010682	0	0	1.5908923303834808	2.4419804857699514	RPE;PGM2;ALDOB;PGD;ALDOA;PFKM
HIF-1 signaling pathway	18/109	0.2212632090004157	0.9999948017010682	0	0	1.2594139194139193	1.8997028466248138	MAP2K2;PFKFB3;STAT3;NFKB1;IGF1R;HK1;AKT2;PGK1;AKT1;ALDOB;VHL;LTBR;ALDOA;IL6R;GAPDH;CAMK2G;EIF4E;PFKM
Other glycan degradation	4/18	0.22160257111395945	0.9999948017010682	0	0	1.8178755658490366	2.739301647953447	MAN2B2;NEU1;AGA;MAN2C1
Spinocerebellar ataxia	23/143	0.22245170081072557	0.9999948017010682	0	0	1.2205504019789735	1.834542515750937	TBP;WIPI1;RBPJ;ATG13;ATXN2L;PSMA5;AFG3L2;PSMD6;PSMA3;MAPK8;PSMD7;KAT5;PSMA1;ATG101;SP1;PSMC4;AKT2;PSMC2;AKT1;TBPL1;CYCS;PLCB1;SPTBN2
Pyrimidine metabolism	10/56	0.22364238475608736	0.9999948017010682	0	0	1.383661935649605	2.0723201659785966	DUT;PNP;CANT1;RRM2B;ENTPD5;ENTPD6;NME2;TK2;DCK;NME1
Yersinia infection	22/137	0.23103450577863843	0.9999948017010682	0	0	1.2181460456715263	1.7848132168070816	MAP2K2;WIPF1;SRC;WIPF2;WAS;NFATC2;ARPC5;FOS;BAIAP2;NFKB1;PTK2;VAV2;NFKBIA;MAPK8;CD8A;AKT2;AKT1;RAC3;PTK2B;ARHGEF1;PKN2;TAB1
N-Glycan biosynthesis	9/50	0.2326624102249338	0.9999948017010682	0	0	1.3970504821327283	2.037132573994573	DPAGT1;MGAT5B;SRD5A3;ALG2;MGAT1;MAN1B1;MGAT2;ALG10B;DDOST
RNA polymerase	6/31	0.23876394309368237	0.9999948017010682	0	0	1.5271681415929204	2.1873322345504937	POLR3B;POLR2B;POLR1B;POLR1D;POLR1F;POLR2H
Prostate cancer	16/97	0.23969345285376012	0.9999948017010682	0	0	1.2574864526505287	1.7961866722214619	HSP90AA1;MAP2K2;HSP90AB1;PTEN;TGFA;TMPRSS2;NFKB1;IGF1R;HSP90B1;NFKBIA;NRAS;AKT2;AKT1;CTNNB1;RAF1;FGFR2
C-type lectin receptor signaling pathway	17/104	0.2427263406901824	0.9999948017010682	0	0	1.2439624319643214	1.7612276868666492	SRC;STAT1;NFATC2;NFKB1;NFATC4;NFKB2;NFKBIA;MAPK8;NRAS;AKT2;IRF1;BCL3;AKT1;CALM3;RAF1;CALM1;CALM2
Parkinson disease	38/249	0.24413236898832313	0.9999948017010682	0	0	1.147163471740822	1.617551779020508	NDUFB9;NDUFB7;NDUFB6;NDUFA12;COX4I1;ATP5MC2;COX7A2;TXN;PARK7;KLC1;COX5A;NDUFC2-KCTD14;GNAI2;PSMD6;MAPK8;PSMD7;KLC2;UBB;MFN1;CAMK2G;ATP5F1C;ATP5F1E;PSMA5;PSMA3;TUBB2A;TH;PSMA1;NDUFS7;PSMC4;NDUFS6;PSMC2;GNAS;CYCS;CALM3;NDUFS1;CALM1;CALM2;NFE2L2
Small cell lung cancer	15/92	0.26369071355620544	0.9999948017010682	0	0	1.2399642532827881	1.6528455691068764	LAMB3;ITGA3;LAMB2;PTEN;XIAP;LAMC2;FHIT;NFKB1;PTK2;NFKBIA;TRAF4;AKT2;CKS2;AKT1;CYCS
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	5/26	0.2737106906196403	0.9999948017010682	0	0	1.5148403629789549	1.9627538210987572	PIGU;PIGK;MPPE1;PIGL;PIGG
Notch signaling pathway	10/59	0.27593418384548557	0.9999948017010682	0	0	1.2987218521086425	1.6722250436813304	LFNG;NOTCH2;APH1A;HDAC2;TLE1;DTX3L;NUMB;DVL2;MAML3;RBPJ
Proteasome	8/46	0.2827767722375408	0.9999948017010682	0	0	1.3395999223150126	1.6920452904755308	PSMA5;PSMD6;PSMA3;PSMD7;PSMA1;PSMC4;POMP;PSMC2
Inositol phosphate metabolism	12/73	0.2845569948783188	0.9999948017010682	0	0	1.2519355894006035	1.5734598307696368	IPPK;INPP4B;INPP5A;SACM1L;INPP5D;INPPL1;PTEN;PIP4K2B;OCRL;PLCH1;PLCB1;PLCD3
One carbon pool by folate	4/20	0.28467305386929564	0.9999948017010682	0	0	1.5904568901989684	1.9982722024606523	DHFR2;ATIC;ST20-MTHFS;MTR
Base excision repair	6/33	0.2873671594648546	0.9999948017010682	0	0	1.4138806948541462	1.7631015626274762	SMUG1;NEIL3;PCNA;PARP1;OGG1;POLE3
Fructose and mannose metabolism	6/33	0.2873671594648546	0.9999948017010682	0	0	1.4138806948541462	1.7631015626274762	TIGAR;PFKFB3;ALDOB;ALDOA;PFKM;HK1
SNARE interactions in vesicular transport	6/33	0.2873671594648546	0.9999948017010682	0	0	1.4138806948541462	1.7631015626274762	STX16;STX18;BNIP1;SEC22B;VAMP4;SNAP29
Purine metabolism	20/129	0.29797546831417737	0.9999948017010682	0	0	1.1679055501526785	1.4140347740107277	CANT1;ENTPD5;ENTPD6;ADK;NME2;FHIT;PFAS;DCK;NME1;NUDT9;PNP;ATIC;PKM;RRM2B;GUK1;IMPDH1;PPAT;PDE6D;PGM2;ENPP4
Protein processing in endoplasmic reticulum	26/171	0.2992874311123137	0.9999948017010682	0	0	1.1414715376338576	1.3770151702730689	PPP1R15A;TRAM1;HSP90AB1;UBXN2A;SAR1B;HSPA4L;NGLY1;HSP90B1;MAPK8;LMAN2;UBQLN1;SSR1;UGGT2;SIL1;SEC31A;EDEM3;HSP90AA1;SEC13;SSR4;HSPA6;SSR3;RAD23A;DDOST;NSFL1C;MAN1B1;NFE2L2
Pyruvate metabolism	8/47	0.3037026480358476	0.9999948017010682	0	0	1.3051755132935945	1.5553857352521978	ALDH3A2;GRHPR;ACSS2;PC;PKM;DLAT;DLD;PCK2
Glioma	12/75	0.31780359993999874	0.9999948017010682	0	0	1.2120508218069195	1.3894001552109794	NRAS;MAP2K2;AKT2;PTEN;AKT1;TGFA;CALM3;RAF1;CALM1;CAMK2G;CALM2;IGF1R
Amino sugar and nucleotide sugar metabolism	8/48	0.3249510441189181	0.9999948017010682	0	0	1.2724723247232472	1.430361634286432	NANP;UGP2;NAGK;PGM3;GNPNAT1;PGM2;NPL;HK1
Renal cell carcinoma	11/69	0.33335818513431004	0.9999948017010682	0	0	1.2067309529572119	1.325639489076191	FLCN;NRAS;MAP2K2;AKT2;GAB1;AKT1;TGFA;VHL;RAF1;MET;PAK2
Viral carcinogenesis	30/203	0.339367946906474	0.9999948017010682	0	0	1.1037494838976052	1.1927893643715963	VAC14;GTF2A2;HDAC2;YWHAB;SRC;HPN;RBPJ;HDAC8;GTF2E1;HDAC6;HDAC7;NRAS;YWHAQ;CHEK1;H4C4;CCR3;TBP;H2BC6;ACTN1;STAT3;YWHAZ;NFKB1;NFKB2;NFKBIA;CCNA2;PKM;H2BC10;TBPL1;LTBR;MAD1L1
Human cytomegalovirus infection	33/225	0.3460860560185099	0.9999948017010682	0	0	1.0939827746741155	1.1607899156889432	SRC;CXCR4;GNAI2;GNA13;NRAS;AKT2;AKT1;RAC3;PTK2B;FADD;IL6R;CCR3;MAP2K2;STAT3;NFATC2;TSC1;PTK2;NFKB1;NFATC4;NFKBIA;STING1;RHEB;SP1;GNB2;GNAS;CTNNB1;CYCS;CALM3;ARHGEF1;CALM1;PLCB1;RAF1;CALM2
Sphingolipid metabolism	8/49	0.34644838553133694	0.9999948017010682	0	0	1.2413644136441364	1.3158728820855234	SMPD3;GALC;SPTLC1;SGMS1;SPHK2;SPHK1;NEU1;PSAP
Oxidative phosphorylation	20/133	0.3489815327216208	0.9999948017010682	0	0	1.1263013572820246	1.1856982931596438	NDUFB9;NDUFB7;NDUFB6;NDUFA12;COX4I1;COX17;ATP5MC2;COX7A2;TCIRG1;ATP5F1C;NDUFC2-KCTD14;COX5A;ATP5F1E;PPA2;NDUFS7;NDUFS6;ATP6V0A2;NDUFS1;ATP6V1D;ATP6V0C
Histidine metabolism	4/22	0.34988952179116917	0.9999948017010682	0	0	1.413575698026693	1.4844493109104624	ALDH3A2;ALDH3B2;CARNMT1;ALDH3B1
Pathogenic Escherichia coli infection	29/197	0.3510650801957297	0.9999948017010682	0	0	1.098624909242239	1.1500226024093123	WIPF1;SRC;WIPF2;GNA13;CYTH2;MAPK8;ABL1;FADD;ABCF2;PAK2;MYO5A;TNFRSF10B;FOS;ARPC5;BAIAP2;NFKB1;NFKBIA;OCLN;MYO1B;CLDN3;TUBB2A;NCL;MYO5C;CYCS;MYH9;ARHGEF1;TMBIM6;TAB1;GAPDH
Glycerophospholipid metabolism	15/98	0.35190876056484244	0.9999948017010682	0	0	1.1499271224743592	1.2009647288386402	CDS1;DGKE;PCYT1A;PNPLA7;PLA2G2C;DGKA;MBOAT1;PLA2G6;PLD3;PLA2G15;PTDSS2;PHOSPHO1;PTDSS1;ETNK1;CHPT1
Huntington disease	44/306	0.36712087518677833	0.9999948017010682	0	0	1.0689306696660519	1.071137076155467	NDUFB9;HDAC2;NDUFB7;NDUFB6;NDUFA12;COX4I1;DCTN4;CLTC;ATP5MC2;COX7A2;KLC1;COX5A;NDUFC2-KCTD14;BBC3;PSMD6;MAPK8;PSMD7;KLC2;ATG101;POLR2B;POLR2H;DNAI1;AP2M1;TBP;WIPI1;ATP5F1C;ATG13;ATP5F1E;PSMA5;PSMA3;TUBB2A;PSMA1;NDUFS7;PSMC4;DLG4;SP1;NDUFS6;PSMC2;TBPL1;TFAM;CYCS;NDUFS1;PLCB1;RCOR1
Legionellosis	9/57	0.3690751399062233	0.9999948017010682	0	0	1.192829457364341	1.1889587549869285	NFKBIA;SAR1B;ITGB2;HSPA6;CYCS;SEC22B;NFKB1;HSPD1;NFKB2
Mannose type O-glycan biosynthesis	4/23	0.3826501333296504	0.9999948017010682	0	0	1.339099406585735	1.2863846835352089	B3GALNT2;POMT2;MGAT5B;POMT1
Thyroid cancer	6/37	0.38905090470162834	0.9999948017010682	0	0	1.2311590065658007	1.1622696071670948	NRAS;MAP2K2;TPM3;TPR;CCDC6;CTNNB1
Endometrial cancer	9/58	0.3894605212690995	0.9999948017010682	0	0	1.1684181978439216	1.1018099202279918	NRAS;MAP2K2;AKT2;PTEN;CTNNA1;AKT1;CTNNB1;CTNNA3;RAF1
Primary bile acid biosynthesis	3/17	0.4125137612757087	0.9999948017010682	0	0	1.362904498816101	1.2068324620152011	HSD3B7;ACOT8;SLC27A5
PD-L1 expression and PD-1 checkpoint pathway in cancer	13/89	0.4355187831272231	0.9999948017010682	0	0	1.088033855433408	0.9043926219314072	MAP2K2;STAT1;STAT3;PTEN;NFATC2;FOS;NFKB1;BATF;NFKBIA;NRAS;AKT2;AKT1;RAF1
Human immunodeficiency virus 1 infection	30/212	0.4355248727961994	0.9999948017010682	0	0	1.0486165620094192	0.8716136213607732	CXCR4;GNAI2;NRAS;MAPK8;AP1G1;AKT2;CHEK1;AKT1;RAC3;PTK2B;FADD;BTRC;PAK2;MAP2K2;NFATC2;FOS;PTK2;NFKB1;NFATC4;NFKBIA;STING1;GNB2;CYCS;CALM3;TAB1;CALM1;RAF1;CALM2;ATR;CUL4B
Type II diabetes mellitus	7/46	0.4367993262036458	0.9999948017010682	0	0	1.1416073168194156	0.9455721033452517	MAPK8;SOCS1;PKM;PRKCE;PRKCZ;SOCS4;HK1
Hepatitis B	23/162	0.4448674051304566	0.9999948017010682	0	0	1.0525460151359431	0.8525401763885042	MAP2K2;PCNA;YWHAB;SRC;STAT1;STAT3;NFATC2;FOS;YWHAZ;NFKB1;NFATC4;NFKBIA;CCNA2;MAPK8;NRAS;YWHAQ;AKT2;AKT1;CYCS;PTK2B;FADD;TAB1;RAF1
Non-alcoholic fatty liver disease	22/155	0.44814842822093015	0.9999948017010682	0	0	1.0521797817987104	0.8445118878520754	NDUFB9;PRKAB2;NDUFB7;NDUFB6;NDUFA12;COX4I1;COX7A2;FOS;NDUFC2-KCTD14;ADIPOR2;COX5A;NFKB1;MAPK8;ITCH;NDUFS7;NDUFS6;AKT2;AKT1;CYCS;NDUFS1;CYP2E1;IL6R
Fatty acid biosynthesis	3/18	0.4506959843080946	0.9999948017010682	0	0	1.2719705340699816	1.0137125105002627	MECR;HTD2;CBR4
Neurotrophin signaling pathway	17/119	0.4522351214648975	0.9999948017010682	0	0	1.0601011970874985	0.841246542672406	MAP2K2;RIPK2;GAB1;FRS2;NFKB1;NFKBIA;MAPK8;NRAS;AKT2;ABL1;AKT1;CALM3;RAF1;CALM1;CALM2;CAMK2G;SH2B1
Ubiquinone and other terpenoid-quinone biosynthesis	2/11	0.45255557360297666	0.9999948017010682	0	0	1.4132711503845525	1.1205045536694147	GGCX;COQ7
Toxoplasmosis	16/112	0.4560716845725315	0.9999948017010682	0	0	1.0600789538613373	0.8322735826350052	LAMB3;LAMB2;STAT1;HSPA6;STAT3;XIAP;LAMC2;NFKB1;GNAI2;NFKBIA;MAPK8;SOCS1;AKT2;AKT1;CYCS;TAB1
Pancreatic cancer	11/76	0.4609016228677246	0.9999948017010682	0	0	1.0763376999801086	0.8336996006949967	RALBP1;MAPK8;STAT1;AKT2;STAT3;AKT1;RAC3;TGFA;BRCA2;RAF1;NFKB1
mRNA surveillance pathway	14/98	0.4643934679143615	0.9999948017010682	0	0	1.060034516765286	0.8130709557528273	CPSF4;SMG1;RNGTT;PYM1;UPF3A;MAGOHB;GSPT1;PNN;PABPN1;PPP2R3C;MAGOH;PAPOLA;CSTF1;SYMPK
AMPK signaling pathway	17/120	0.4667549584117793	0.9999948017010682	0	0	1.0497478459973473	0.7998562880503892	PRKAB2;PFKFB3;STRADA;TSC1;ADIPOR2;SIRT1;IGF1R;CCNA2;RAB14;RHEB;PPP2R3C;SCD;AKT2;AKT1S1;AKT1;PFKM;PCK2
Apoptosis	20/142	0.4684539224252104	0.9999948017010682	0	0	1.04266669907278	0.7906724394207721	MAP2K2;PARP1;TNFRSF10B;XIAP;CTSV;FOS;CFLAR;NFKB1;BBC3;LMNB1;NFKBIA;PIDD1;MAPK8;NRAS;CTSL;AKT2;AKT1;CYCS;FADD;RAF1
